radius,radius_label,scale,spectral_discordance
0.0035698828543799426,small,3B,0.5727838827838829
0.0035698828543799426,small,7B,0.7001404151404153
0.017849414271899712,mid,3B,0.8987820512820514
0.017849414271899712,mid,7B,0.9762240537240537
0.07139765708759885,transition,3B,1.0097405372405373
0.07139765708759885,transition,7B,0.9812973137973138
