scale,capability,radius,radius_label,delta_sorted,ecdf
3B,spatial_reasoning,0.0035698828543799426,small,0.020000000000000018,0.84375
3B,spatial_reasoning,0.0035698828543799426,small,0.020000000000000018,0.859375
3B,spatial_reasoning,0.0035698828543799426,small,0.020000000000000018,0.875
3B,spatial_reasoning,0.0035698828543799426,small,0.020000000000000018,0.890625
3B,spatial_reasoning,0.0035698828543799426,small,0.020000000000000018,0.90625
3B,spatial_reasoning,0.0035698828543799426,small,0.020000000000000018,0.921875
3B,spatial_reasoning,0.0035698828543799426,small,0.020000000000000018,0.9375
3B,spatial_reasoning,0.0035698828543799426,small,0.020000000000000018,0.953125
3B,spatial_reasoning,0.0035698828543799426,small,0.020000000000000018,0.96875
3B,spatial_reasoning,0.0035698828543799426,small,0.020000000000000018,0.984375
3B,spatial_reasoning,0.0035698828543799426,small,0.040000000000000036,1.0
3B,spatial_reasoning,0.017849414271899712,mid,-0.07999999999999996,0.015625
3B,spatial_reasoning,0.017849414271899712,mid,-0.05999999999999994,0.03125
3B,spatial_reasoning,0.017849414271899712,mid,-0.05999999999999994,0.046875
3B,spatial_reasoning,0.017849414271899712,mid,-0.039999999999999925,0.0625
3B,spatial_reasoning,0.017849414271899712,mid,-0.019999999999999907,0.078125
3B,spatial_reasoning,0.017849414271899712,mid,-0.019999999999999907,0.09375
3B,spatial_reasoning,0.017849414271899712,mid,-0.019999999999999907,0.109375
3B,spatial_reasoning,0.017849414271899712,mid,-0.019999999999999907,0.125
3B,spatial_reasoning,0.017849414271899712,mid,-0.019999999999999907,0.140625
3B,spatial_reasoning,0.017849414271899712,mid,0.0,0.15625
3B,spatial_reasoning,0.017849414271899712,mid,0.0,0.171875
3B,spatial_reasoning,0.017849414271899712,mid,0.0,0.1875
3B,spatial_reasoning,0.017849414271899712,mid,0.0,0.203125
3B,spatial_reasoning,0.017849414271899712,mid,0.0,0.21875
3B,spatial_reasoning,0.017849414271899712,mid,0.0,0.234375
3B,spatial_reasoning,0.017849414271899712,mid,0.0,0.25
3B,spatial_reasoning,0.017849414271899712,mid,0.0,0.265625
3B,spatial_reasoning,0.017849414271899712,mid,0.0,0.28125
3B,spatial_reasoning,0.017849414271899712,mid,0.0,0.296875
3B,spatial_reasoning,0.017849414271899712,mid,0.0,0.3125
3B,spatial_reasoning,0.017849414271899712,mid,0.0,0.328125
3B,spatial_reasoning,0.017849414271899712,mid,0.0,0.34375
3B,spatial_reasoning,0.017849414271899712,mid,0.0,0.359375
3B,spatial_reasoning,0.017849414271899712,mid,0.020000000000000018,0.375
3B,spatial_reasoning,0.017849414271899712,mid,0.020000000000000018,0.390625
3B,spatial_reasoning,0.017849414271899712,mid,0.020000000000000018,0.40625
3B,spatial_reasoning,0.017849414271899712,mid,0.020000000000000018,0.421875
3B,spatial_reasoning,0.017849414271899712,mid,0.020000000000000018,0.4375
3B,spatial_reasoning,0.017849414271899712,mid,0.020000000000000018,0.453125
3B,spatial_reasoning,0.017849414271899712,mid,0.020000000000000018,0.46875
3B,spatial_reasoning,0.017849414271899712,mid,0.020000000000000018,0.484375
3B,spatial_reasoning,0.017849414271899712,mid,0.020000000000000018,0.5
3B,spatial_reasoning,0.017849414271899712,mid,0.020000000000000018,0.515625
3B,spatial_reasoning,0.017849414271899712,mid,0.020000000000000018,0.53125
3B,spatial_reasoning,0.017849414271899712,mid,0.020000000000000018,0.546875
3B,spatial_reasoning,0.017849414271899712,mid,0.020000000000000018,0.5625
3B,spatial_reasoning,0.017849414271899712,mid,0.020000000000000018,0.578125
3B,spatial_reasoning,0.017849414271899712,mid,0.020000000000000018,0.59375
3B,spatial_reasoning,0.017849414271899712,mid,0.020000000000000018,0.609375
3B,spatial_reasoning,0.017849414271899712,mid,0.020000000000000018,0.625
3B,spatial_reasoning,0.017849414271899712,mid,0.020000000000000018,0.640625
3B,spatial_reasoning,0.017849414271899712,mid,0.020000000000000018,0.65625
3B,spatial_reasoning,0.017849414271899712,mid,0.040000000000000036,0.671875
3B,spatial_reasoning,0.017849414271899712,mid,0.040000000000000036,0.6875
3B,spatial_reasoning,0.017849414271899712,mid,0.040000000000000036,0.703125
3B,spatial_reasoning,0.017849414271899712,mid,0.040000000000000036,0.71875
3B,spatial_reasoning,0.017849414271899712,mid,0.040000000000000036,0.734375
3B,spatial_reasoning,0.017849414271899712,mid,0.040000000000000036,0.75
3B,spatial_reasoning,0.017849414271899712,mid,0.040000000000000036,0.765625
3B,spatial_reasoning,0.017849414271899712,mid,0.040000000000000036,0.78125
3B,spatial_reasoning,0.017849414271899712,mid,0.040000000000000036,0.796875
3B,spatial_reasoning,0.017849414271899712,mid,0.040000000000000036,0.8125
3B,spatial_reasoning,0.017849414271899712,mid,0.040000000000000036,0.828125
3B,spatial_reasoning,0.017849414271899712,mid,0.040000000000000036,0.84375
3B,spatial_reasoning,0.017849414271899712,mid,0.040000000000000036,0.859375
3B,spatial_reasoning,0.017849414271899712,mid,0.040000000000000036,0.875
3B,spatial_reasoning,0.017849414271899712,mid,0.06000000000000005,0.890625
3B,spatial_reasoning,0.017849414271899712,mid,0.06000000000000005,0.90625
3B,spatial_reasoning,0.017849414271899712,mid,0.06000000000000005,0.921875
3B,spatial_reasoning,0.017849414271899712,mid,0.06000000000000005,0.9375
3B,spatial_reasoning,0.017849414271899712,mid,0.06000000000000005,0.953125
3B,spatial_reasoning,0.017849414271899712,mid,0.06000000000000005,0.96875
3B,spatial_reasoning,0.017849414271899712,mid,0.08000000000000007,0.984375
3B,spatial_reasoning,0.017849414271899712,mid,0.10000000000000009,1.0
3B,spatial_reasoning,0.07139765708759885,transition,-0.33999999999999997,0.015625
3B,spatial_reasoning,0.07139765708759885,transition,-0.23999999999999994,0.03125
3B,spatial_reasoning,0.07139765708759885,transition,-0.17999999999999994,0.046875
3B,spatial_reasoning,0.07139765708759885,transition,-0.17999999999999994,0.0625
3B,spatial_reasoning,0.07139765708759885,transition,-0.15999999999999992,0.078125
3B,spatial_reasoning,0.07139765708759885,transition,-0.1399999999999999,0.09375
3B,spatial_reasoning,0.07139765708759885,transition,-0.1399999999999999,0.109375
3B,spatial_reasoning,0.07139765708759885,transition,-0.12,0.125
3B,spatial_reasoning,0.07139765708759885,transition,-0.09999999999999998,0.140625
3B,spatial_reasoning,0.07139765708759885,transition,-0.07999999999999996,0.15625
3B,spatial_reasoning,0.07139765708759885,transition,-0.07999999999999996,0.171875
3B,spatial_reasoning,0.07139765708759885,transition,-0.05999999999999994,0.1875
3B,spatial_reasoning,0.07139765708759885,transition,-0.05999999999999994,0.203125
3B,spatial_reasoning,0.07139765708759885,transition,-0.05999999999999994,0.21875
3B,spatial_reasoning,0.07139765708759885,transition,-0.05999999999999994,0.234375
3B,spatial_reasoning,0.07139765708759885,transition,-0.05999999999999994,0.25
3B,spatial_reasoning,0.07139765708759885,transition,-0.05999999999999994,0.265625
3B,spatial_reasoning,0.07139765708759885,transition,-0.05999999999999994,0.28125
3B,spatial_reasoning,0.07139765708759885,transition,-0.039999999999999925,0.296875
3B,spatial_reasoning,0.07139765708759885,transition,-0.039999999999999925,0.3125
3B,spatial_reasoning,0.07139765708759885,transition,-0.039999999999999925,0.328125
3B,spatial_reasoning,0.07139765708759885,transition,-0.039999999999999925,0.34375
3B,spatial_reasoning,0.07139765708759885,transition,-0.039999999999999925,0.359375
3B,spatial_reasoning,0.07139765708759885,transition,-0.039999999999999925,0.375
3B,spatial_reasoning,0.07139765708759885,transition,-0.019999999999999907,0.390625
3B,spatial_reasoning,0.07139765708759885,transition,-0.019999999999999907,0.40625
3B,spatial_reasoning,0.07139765708759885,transition,-0.019999999999999907,0.421875
3B,spatial_reasoning,0.07139765708759885,transition,-0.019999999999999907,0.4375
3B,spatial_reasoning,0.07139765708759885,transition,-0.019999999999999907,0.453125
3B,spatial_reasoning,0.07139765708759885,transition,-0.019999999999999907,0.46875
3B,spatial_reasoning,0.07139765708759885,transition,0.0,0.484375
3B,spatial_reasoning,0.07139765708759885,transition,0.0,0.5
3B,spatial_reasoning,0.07139765708759885,transition,0.0,0.515625
3B,spatial_reasoning,0.07139765708759885,transition,0.0,0.53125
3B,spatial_reasoning,0.07139765708759885,transition,0.020000000000000018,0.546875
3B,spatial_reasoning,0.07139765708759885,transition,0.020000000000000018,0.5625
3B,spatial_reasoning,0.07139765708759885,transition,0.020000000000000018,0.578125
3B,spatial_reasoning,0.07139765708759885,transition,0.020000000000000018,0.59375
3B,spatial_reasoning,0.07139765708759885,transition,0.020000000000000018,0.609375
3B,spatial_reasoning,0.07139765708759885,transition,0.020000000000000018,0.625
3B,spatial_reasoning,0.07139765708759885,transition,0.020000000000000018,0.640625
3B,spatial_reasoning,0.07139765708759885,transition,0.020000000000000018,0.65625
3B,spatial_reasoning,0.07139765708759885,transition,0.020000000000000018,0.671875
3B,spatial_reasoning,0.07139765708759885,transition,0.020000000000000018,0.6875
3B,spatial_reasoning,0.07139765708759885,transition,0.020000000000000018,0.703125
3B,spatial_reasoning,0.07139765708759885,transition,0.020000000000000018,0.71875
3B,spatial_reasoning,0.07139765708759885,transition,0.020000000000000018,0.734375
3B,spatial_reasoning,0.07139765708759885,transition,0.040000000000000036,0.75
3B,spatial_reasoning,0.07139765708759885,transition,0.040000000000000036,0.765625
3B,spatial_reasoning,0.07139765708759885,transition,0.040000000000000036,0.78125
3B,spatial_reasoning,0.07139765708759885,transition,0.040000000000000036,0.796875
3B,spatial_reasoning,0.07139765708759885,transition,0.040000000000000036,0.8125
3B,spatial_reasoning,0.07139765708759885,transition,0.040000000000000036,0.828125
3B,spatial_reasoning,0.07139765708759885,transition,0.040000000000000036,0.84375
3B,spatial_reasoning,0.07139765708759885,transition,0.040000000000000036,0.859375
3B,spatial_reasoning,0.07139765708759885,transition,0.040000000000000036,0.875
3B,spatial_reasoning,0.07139765708759885,transition,0.040000000000000036,0.890625
3B,spatial_reasoning,0.07139765708759885,transition,0.06000000000000005,0.90625
3B,spatial_reasoning,0.07139765708759885,transition,0.06000000000000005,0.921875
3B,spatial_reasoning,0.07139765708759885,transition,0.08000000000000007,0.9375
3B,spatial_reasoning,0.07139765708759885,transition,0.08000000000000007,0.953125
3B,spatial_reasoning,0.07139765708759885,transition,0.08000000000000007,0.96875
3B,spatial_reasoning,0.07139765708759885,transition,0.08000000000000007,0.984375
3B,spatial_reasoning,0.07139765708759885,transition,0.14,1.0
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,-0.020000000000000018,0.015625
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,-0.020000000000000018,0.03125
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,-0.020000000000000018,0.046875
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,-0.020000000000000018,0.0625
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,-0.020000000000000018,0.078125
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.09375
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.109375
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.125
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.140625
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.15625
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.171875
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.1875
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.203125
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.21875
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.234375
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.25
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.265625
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.28125
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.296875
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.3125
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.328125
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.34375
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.359375
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.375
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.390625
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.40625
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.421875
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.4375
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.453125
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.46875
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.484375
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.5
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.515625
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.53125
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.546875
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.5625
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.578125
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.59375
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.609375
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.625
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.640625
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.65625
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.671875
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.6875
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.703125
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.71875
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.734375
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.75
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.765625
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.78125
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.796875
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.8125
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.828125
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.84375
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.859375
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.875
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.890625
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.90625
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.921875
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.9375
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0,0.953125
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0020000000000000018,0.96875
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0020000000000000018,0.984375
3B,ocr_text_recognition_grounded,0.0035698828543799426,small,0.0020000000000000018,1.0
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,-0.039999999999999925,0.015625
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,-0.039999999999999925,0.03125
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,-0.03799999999999992,0.046875
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,-0.03799999999999992,0.0625
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,-0.03799999999999992,0.078125
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,-0.03799999999999992,0.09375
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,-0.03799999999999992,0.109375
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,-0.020000000000000018,0.125
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,-0.020000000000000018,0.140625
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,-0.020000000000000018,0.15625
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,-0.020000000000000018,0.171875
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,-0.020000000000000018,0.1875
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,-0.020000000000000018,0.203125
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,-0.020000000000000018,0.21875
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,-0.020000000000000018,0.234375
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,-0.020000000000000018,0.25
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,-0.020000000000000018,0.265625
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,-0.020000000000000018,0.28125
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,-0.020000000000000018,0.296875
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,-0.020000000000000018,0.3125
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,-0.020000000000000018,0.328125
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,-0.020000000000000018,0.34375
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,-0.020000000000000018,0.359375
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,-0.020000000000000018,0.375
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,-0.020000000000000018,0.390625
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,-0.017999999999999905,0.40625
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,-0.017999999999999905,0.421875
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,-0.017999999999999905,0.4375
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,-0.017999999999999905,0.453125
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,-0.017999999999999905,0.46875
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,-0.017999999999999905,0.484375
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,-0.017999999999999905,0.5
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,-0.017999999999999905,0.515625
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,-0.015999999999999903,0.53125
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,0.0,0.546875
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,0.0,0.5625
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,0.0,0.578125
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,0.0,0.59375
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,0.0,0.609375
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,0.0,0.625
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,0.0,0.640625
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,0.0,0.65625
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,0.0,0.671875
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,0.0,0.6875
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,0.0,0.703125
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,0.0,0.71875
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,0.0,0.734375
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,0.0,0.75
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,0.0,0.765625
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,0.0,0.78125
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,0.0,0.796875
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,0.0,0.8125
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,0.0,0.828125
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,0.0,0.84375
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,0.0,0.859375
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,0.0020000000000000018,0.875
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,0.0020000000000000018,0.890625
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,0.0020000000000000018,0.90625
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,0.0020000000000000018,0.921875
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,0.0020000000000000018,0.9375
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,0.0020000000000000018,0.953125
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,0.0020000000000000018,0.96875
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,0.0020000000000000018,0.984375
3B,ocr_text_recognition_grounded,0.017849414271899712,mid,0.020000000000000018,1.0
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.10799999999999998,0.015625
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.10199999999999998,0.03125
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.09999999999999998,0.046875
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.09199999999999997,0.0625
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.08799999999999997,0.078125
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.08599999999999997,0.09375
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.08399999999999985,0.109375
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.08199999999999996,0.125
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.08199999999999996,0.140625
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.07799999999999996,0.15625
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.07799999999999996,0.171875
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.07799999999999996,0.1875
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.07799999999999996,0.203125
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.07399999999999984,0.21875
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.06599999999999995,0.234375
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.05999999999999994,0.25
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.05999999999999994,0.265625
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.05999999999999994,0.28125
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.05799999999999994,0.296875
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.05799999999999994,0.3125
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.05799999999999994,0.328125
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.05799999999999994,0.34375
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.05599999999999994,0.359375
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.05599999999999994,0.375
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.05599999999999994,0.390625
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.05399999999999994,0.40625
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.05399999999999994,0.421875
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.052000000000000046,0.4375
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.04799999999999993,0.453125
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.04799999999999993,0.46875
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.04599999999999993,0.484375
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.04599999999999993,0.5
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.04200000000000004,0.515625
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.039999999999999925,0.53125
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.039999999999999925,0.546875
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.03799999999999992,0.5625
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.03599999999999992,0.578125
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.03599999999999992,0.59375
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.03399999999999992,0.609375
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.03399999999999992,0.625
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.027999999999999914,0.640625
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.025999999999999912,0.65625
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.025999999999999912,0.671875
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.025999999999999912,0.6875
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.025999999999999912,0.703125
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.02200000000000002,0.71875
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.020000000000000018,0.734375
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.020000000000000018,0.75
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.020000000000000018,0.765625
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.020000000000000018,0.78125
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.017999999999999905,0.796875
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.017999999999999905,0.8125
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.015999999999999903,0.828125
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.013999999999999901,0.84375
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.010000000000000009,0.859375
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,-0.005999999999999894,0.875
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,0.0,0.890625
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,0.0020000000000000018,0.90625
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,0.0020000000000000018,0.921875
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,0.004000000000000115,0.9375
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,0.004000000000000115,0.953125
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,0.004000000000000115,0.96875
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,0.020000000000000018,0.984375
3B,ocr_text_recognition_grounded,0.07139765708759885,transition,0.020000000000000018,1.0
3B,relational_reasoning,0.0035698828543799426,small,-0.06000000000000005,0.015625
3B,relational_reasoning,0.0035698828543799426,small,-0.06000000000000005,0.03125
3B,relational_reasoning,0.0035698828543799426,small,-0.06000000000000005,0.046875
3B,relational_reasoning,0.0035698828543799426,small,-0.040000000000000036,0.0625
3B,relational_reasoning,0.0035698828543799426,small,-0.040000000000000036,0.078125
3B,relational_reasoning,0.0035698828543799426,small,-0.040000000000000036,0.09375
3B,relational_reasoning,0.0035698828543799426,small,-0.040000000000000036,0.109375
3B,relational_reasoning,0.0035698828543799426,small,-0.040000000000000036,0.125
3B,relational_reasoning,0.0035698828543799426,small,-0.040000000000000036,0.140625
3B,relational_reasoning,0.0035698828543799426,small,-0.040000000000000036,0.15625
3B,relational_reasoning,0.0035698828543799426,small,-0.040000000000000036,0.171875
3B,relational_reasoning,0.0035698828543799426,small,-0.020000000000000018,0.1875
3B,relational_reasoning,0.0035698828543799426,small,-0.020000000000000018,0.203125
3B,relational_reasoning,0.0035698828543799426,small,-0.020000000000000018,0.21875
3B,relational_reasoning,0.0035698828543799426,small,-0.020000000000000018,0.234375
3B,relational_reasoning,0.0035698828543799426,small,-0.020000000000000018,0.25
3B,relational_reasoning,0.0035698828543799426,small,-0.020000000000000018,0.265625
3B,relational_reasoning,0.0035698828543799426,small,-0.020000000000000018,0.28125
3B,relational_reasoning,0.0035698828543799426,small,-0.020000000000000018,0.296875
3B,relational_reasoning,0.0035698828543799426,small,-0.020000000000000018,0.3125
3B,relational_reasoning,0.0035698828543799426,small,-0.020000000000000018,0.328125
